Pos_x,Dir_x,Team_x,P,W_x,D_x,L_x,GF_x,GA_x,DIFF_x,Points_x,Season,TEAM_x,HOMECODE,AWAYCODE_x,TC_x,AWAYCODE_y,TIMEr_x,HTR_x,FTR_x,HT_home_goals_x,HT_away_goals_x,FT_home_goals_x,FT_away_goals_x,Sum_Goals_x,HT_Results_1_0_2_x,FT_Results_1_0_2_x,Under_Over_1.5_x,Under_Over_2.5_x,Under_Over_3.5_x,Pos_y,Dir_y,Team_y,W_y,D_y,L_y,GF_y,GA_y,DIFF_y,Points_y,TEAM_y,HOMECODE_x,AWAYCODE,TC_y,HOMECODE_y,TIMEr_y,HTR_y,FTR_y,HT_home_goals_y,HT_away_goals_y,FT_home_goals_y,FT_away_goals_y,Sum_Goals_y,HT_Results_1_0_2_y,FT_Results_1_0_2_y,Under_Over_1.5_y,Under_Over_2.5_y,Under_Over_3.5_y
13,0,VFL Ankara,25,6,8,11,24,36,-12,26,Season 58802,ANKARA,14,14,ANKARA BERN,16,10:50,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,15,-1,VFL Bern,3,6,16,14,35,-21,15,BERN,16,16,ANKARA BERN,14,10:50,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
16,1,VFL Vienna,25,3,5,17,16,42,-26,14,Season 58802,VIENNA,13,13,VIENNA LONDON,4,10:50,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,6,0,VFL London,12,6,7,50,33,17,42,LONDON,4,4,VIENNA LONDON,13,10:50,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
2,0,VFL Oslo,26,18,4,4,48,17,31,58,Season 58802,OSLO,6,6,OSLO AMSTERDAM,2,10:55,3:0,4:0,3,  0,4,  0,4.0,1,1,1,1,1,3,0,VFL Amsterdam,15,6,5,44,29,15,51,AMSTERDAM,2,2,OSLO AMSTERDAM,6,10:55,3:0,4:0,3,  0,4,  0,4.0,1,1,1,1,1
4,0,VFL Rome,26,14,6,6,46,35,11,48,Season 58802,ROME,5,5,ROME STOCKHOLM,11,10:55,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0,9,0,VFL Stockholm,10,6,10,38,44,-6,36,STOCKHOLM,11,11,ROME STOCKHOLM,5,10:55,0:2,0:2,0,  2,0,  2,2.0,2,2,1,0,0
5,0,VFL Lisbon,26,14,5,7,44,26,18,47,Season 58802,LISBON,7,7,LISBON ATHENS,10,10:55,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,12,1,VFL Athens,7,6,13,28,36,-8,27,ATHENS,10,10,LISBON ATHENS,7,10:55,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
6,0,VFL London,26,12,6,8,50,35,15,42,Season 58802,LONDON,4,4,LONDON BRUSSELS,9,10:55,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0,7,0,VFL Brussels,9,10,7,32,31,1,37,BRUSSELS,9,9,LONDON BRUSSELS,4,10:55,0:0,0:2,0,  0,0,  2,2.0,0,2,1,0,0
10,-1,VFL Copenhagen,26,8,6,12,26,37,-11,30,Season 58802,COPENHAGEN,12,12,COPENHAGEN ANKARA,14,10:55,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,13,0,VFL Ankara,6,8,12,25,38,-13,26,ANKARA,14,14,COPENHAGEN ANKARA,12,10:55,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
14,0,VFL Edinburgh,26,6,3,17,18,48,-30,21,Season 58802,EDINBURGH,15,15,EDINBURGH BERLIN,3,10:55,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,11,1,VFL Berlin,6,9,11,31,34,-3,27,BERLIN,3,3,EDINBURGH BERLIN,15,10:55,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
15,0,VFL Bern,26,3,7,16,16,37,-21,16,Season 58802,BERN,16,16,BERN MADRID,1,10:55,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1,1,0,VFL Madrid,18,5,3,49,23,26,59,MADRID,1,1,BERN MADRID,16,10:55,1:1,2:2,1,  1,2,  2,4.0,0,0,1,1,1
16,0,VFL Vienna,26,3,5,18,17,44,-27,14,Season 58802,VIENNA,13,13,VIENNA PARIS,8,10:55,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,8,0,VFL Paris,10,6,10,34,32,2,36,PARIS,8,8,VIENNA PARIS,13,10:55,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
1,0,VFL Madrid,27,19,5,3,52,23,29,62,Season 58802,MADRID,1,1,MADRID COPENHAGEN,12,10:59,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,11,1,VFL Copenhagen,8,6,13,26,40,-14,30,COPENHAGEN,12,12,MADRID COPENHAGEN,1,10:59,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
3,0,VFL Amsterdam,27,15,7,5,44,29,15,52,Season 58802,AMSTERDAM,2,2,AMSTERDAM LISBON,7,10:59,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,4,-1,VFL Lisbon,14,6,7,44,26,18,48,LISBON,7,7,AMSTERDAM LISBON,2,10:59,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
7,0,VFL Brussels,27,10,10,7,35,32,3,40,Season 58802,BRUSSELS,9,9,BRUSSELS BERN,16,10:59,3:0,3:1,3,  0,3,  1,4.0,1,1,1,1,1,15,0,VFL Bern,3,7,17,17,40,-23,16,BERN,16,16,BRUSSELS BERN,9,10:59,3:0,3:1,3,  0,3,  1,4.0,1,1,1,1,1
8,0,VFL Paris,27,10,7,10,36,34,2,37,Season 58802,PARIS,8,8,PARIS LONDON,4,10:59,1:2,2:2,1,  2,2,  2,4.0,2,0,1,1,1,6,0,VFL London,12,7,8,52,37,15,43,LONDON,4,4,PARIS LONDON,8,10:59,1:2,2:2,1,  2,2,  2,4.0,2,0,1,1,1
9,0,VFL Stockholm,27,10,6,11,38,46,-8,36,Season 58802,STOCKHOLM,11,11,STOCKHOLM OSLO,6,10:59,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,2,0,VFL Oslo,19,4,4,50,17,33,61,OSLO,6,6,STOCKHOLM OSLO,11,10:59,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
10,-1,VFL Berlin,27,7,9,11,33,34,-1,30,Season 58802,BERLIN,3,3,BERLIN VIENNA,13,10:59,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0,16,0,VFL Vienna,3,5,19,17,46,-29,14,VIENNA,13,13,BERLIN VIENNA,3,10:59,0:0,2:0,0,  0,2,  0,2.0,0,1,1,0,0
12,-1,VFL Ankara,27,7,8,12,27,38,-11,29,Season 58802,ANKARA,14,14,ANKARA ROME,5,10:59,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,5,1,VFL Rome,14,6,7,46,37,9,48,ROME,5,5,ANKARA ROME,14,10:59,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
13,1,VFL Athens,27,7,7,13,29,37,-8,28,Season 58802,ATHENS,10,10,ATHENS EDINBURGH,15,10:59,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0,14,0,VFL Edinburgh,6,4,17,19,49,-30,22,EDINBURGH,15,15,ATHENS EDINBURGH,10,10:59,1:0,1:1,1,  0,1,  1,2.0,1,0,1,0,0
1,-1,VFL Oslo,28,20,4,4,53,18,35,64,Season 58802,OSLO,6,6,OSLO ANKARA,14,11:04,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1,13,1,VFL Ankara,7,8,13,28,41,-13,29,ANKARA,14,14,OSLO ANKARA,6,11:04,1:0,3:1,1,  0,3,  1,4.0,1,1,1,1,1
4,-1,VFL Rome,28,15,6,7,51,38,13,51,Season 58802,ROME,5,5,ROME MADRID,1,11:04,1:0,5:1,1,  0,5,  1,6.0,1,1,1,1,1,2,1,VFL Madrid,19,5,4,53,28,25,62,MADRID,1,1,ROME MADRID,5,11:04,1:0,5:1,1,  0,5,  1,6.0,1,1,1,1,1
5,1,VFL Lisbon,28,14,6,8,44,27,17,48,Season 58802,LISBON,7,7,LISBON STOCKHOLM,11,11:04,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,9,0,VFL Stockholm,11,6,11,39,46,-7,39,STOCKHOLM,11,11,LISBON STOCKHOLM,7,11:04,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
6,0,VFL London,28,12,8,8,52,37,15,44,Season 58802,LONDON,4,4,LONDON BERN,16,11:04,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,15,0,VFL Bern,3,8,17,17,40,-23,17,BERN,16,16,LONDON BERN,4,11:04,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
7,-1,VFL Paris,28,11,7,10,38,35,3,40,Season 58802,PARIS,8,8,PARIS BERLIN,3,11:04,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,12,1,VFL Berlin,7,9,12,34,36,-2,30,BERLIN,3,3,PARIS BERLIN,8,11:04,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
10,-1,VFL Copenhagen,28,9,6,13,28,41,-13,33,Season 58802,COPENHAGEN,12,12,COPENHAGEN BRUSSELS,9,11:04,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,8,1,VFL Brussels,10,10,8,36,34,2,40,BRUSSELS,9,9,COPENHAGEN BRUSSELS,12,11:04,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
14,0,VFL Edinburgh,28,6,4,18,19,51,-32,22,Season 58802,EDINBURGH,15,15,EDINBURGH AMSTERDAM,2,11:04,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,3,0,VFL Amsterdam,16,7,5,46,29,17,55,AMSTERDAM,2,2,EDINBURGH AMSTERDAM,15,11:04,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
16,0,VFL Vienna,28,3,5,20,18,48,-30,14,Season 58802,VIENNA,13,13,VIENNA ATHENS,10,11:04,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0,11,-1,VFL Athens,8,7,13,31,38,-7,31,ATHENS,10,10,VIENNA ATHENS,13,11:04,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0
1,-1,VFL Madrid,29,20,5,4,57,29,28,65,Season 58802,MADRID,1,1,MADRID OSLO,6,11:08,3:1,4:1,3,  1,4,  1,5.0,1,1,1,1,1,2,1,VFL Oslo,20,4,5,54,22,32,64,OSLO,6,6,MADRID OSLO,1,11:08,3:1,4:1,3,  1,4,  1,5.0,1,1,1,1,1
3,0,VFL Amsterdam,29,17,7,5,50,30,20,58,Season 58802,AMSTERDAM,2,2,AMSTERDAM VIENNA,13,11:08,1:1,4:1,1,  1,4,  1,5.0,0,1,1,1,1,16,0,VFL Vienna,3,5,21,19,52,-33,14,VIENNA,13,13,AMSTERDAM VIENNA,2,11:08,1:1,4:1,1,  1,4,  1,5.0,0,1,1,1,1
7,-1,VFL Brussels,29,11,10,8,37,34,3,43,Season 58802,BRUSSELS,9,9,BRUSSELS ROME,5,11:08,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,4,0,VFL Rome,15,6,8,51,39,12,51,ROME,5,5,BRUSSELS ROME,9,11:08,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
8,-1,VFL Stockholm,29,12,6,11,42,46,-4,42,Season 58802,STOCKHOLM,11,11,STOCKHOLM EDINBURGH,15,11:08,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0,14,0,VFL Edinburgh,6,4,19,19,54,-35,22,EDINBURGH,15,15,STOCKHOLM EDINBURGH,11,11:08,2:0,3:0,2,  0,3,  0,3.0,1,1,1,1,0
11,0,VFL Athens,29,8,8,13,32,39,-7,32,Season 58802,ATHENS,10,10,ATHENS PARIS,8,11:08,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,9,1,VFL Paris,11,8,10,39,36,3,41,PARIS,8,8,ATHENS PARIS,10,11:08,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
12,-1,VFL Ankara,29,8,8,13,29,41,-12,32,Season 58802,ANKARA,14,14,ANKARA LISBON,7,11:08,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,5,0,VFL Lisbon,14,6,9,44,28,16,48,LISBON,7,7,ANKARA LISBON,14,11:08,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
13,1,VFL Berlin,29,7,10,12,35,37,-2,31,Season 58802,BERLIN,3,3,BERLIN LONDON,4,11:08,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,6,0,VFL London,12,9,8,53,38,15,45,LONDON,4,4,BERLIN LONDON,3,11:08,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
15,0,VFL Bern,29,4,8,17,19,40,-21,20,Season 58802,BERN,16,16,BERN COPENHAGEN,12,11:08,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0,10,0,VFL Copenhagen,9,6,14,28,43,-15,33,COPENHAGEN,12,12,BERN COPENHAGEN,16,11:08,2:0,2:0,2,  0,2,  0,2.0,1,1,1,0,0
2,0,VFL Oslo,30,20,5,5,54,22,32,65,Season 58802,OSLO,6,6,OSLO BRUSSELS,9,11:13,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,8,1,VFL Brussels,11,11,8,37,34,3,44,BRUSSELS,9,9,OSLO BRUSSELS,6,11:13,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
4,0,VFL Rome,30,16,6,8,53,39,14,54,Season 58802,ROME,5,5,ROME BERN,16,11:13,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,15,0,VFL Bern,4,8,18,19,42,-23,20,BERN,16,16,ROME BERN,5,11:13,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
5,0,VFL Lisbon,30,14,6,10,44,29,15,48,Season 58802,LISBON,7,7,LISBON MADRID,1,11:13,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,1,0,VFL Madrid,21,5,4,58,29,29,68,MADRID,1,1,LISBON MADRID,7,11:13,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
6,0,VFL London,30,12,10,8,54,39,15,46,Season 58802,LONDON,4,4,LONDON COPENHAGEN,12,11:13,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,11,1,VFL Copenhagen,9,7,14,29,44,-15,34,COPENHAGEN,12,12,LONDON COPENHAGEN,4,11:13,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
9,0,VFL Paris,30,11,8,11,40,38,2,41,Season 58802,PARIS,8,8,PARIS AMSTERDAM,2,11:13,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0,3,0,VFL Amsterdam,18,7,5,52,31,21,61,AMSTERDAM,2,2,PARIS AMSTERDAM,8,11:13,1:0,1:2,1,  0,1,  2,3.0,1,2,1,1,0
10,-1,VFL Berlin,30,8,10,12,37,38,-1,34,Season 58802,BERLIN,3,3,BERLIN ATHENS,10,11:13,2:1,2:1,2,  1,2,  1,3.0,1,1,1,1,0,13,1,VFL Athens,8,8,14,33,41,-8,32,ATHENS,10,10,BERLIN ATHENS,3,11:13,2:1,2:1,2,  1,2,  1,3.0,1,1,1,1,0
14,0,VFL Edinburgh,30,6,5,19,20,55,-35,23,Season 58802,EDINBURGH,15,15,EDINBURGH ANKARA,14,11:13,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0,12,0,VFL Ankara,8,9,13,30,42,-12,33,ANKARA,14,14,EDINBURGH ANKARA,15,11:13,1:1,1:1,1,  1,1,  1,2.0,0,0,1,0,0
16,0,VFL Vienna,30,3,5,22,21,55,-34,14,Season 58802,VIENNA,13,13,VIENNA STOCKHOLM,11,11:13,2:2,2:3,2,  2,2,  3,5.0,0,2,1,1,1,7,-1,VFL Stockholm,13,6,11,45,48,-3,45,STOCKHOLM,11,11,VIENNA STOCKHOLM,13,11:13,2:2,2:3,2,  2,2,  3,5.0,0,2,1,1,1
1,0,VFL Amsterdam,1,1,0,0,6,0,6,3,Season 58801,AMSTERDAM,2,2,AMSTERDAM PARIS,8,06:39,3:0,6:0,3,  0,6,  0,6.0,1,1,1,1,1,15,0,VFL Paris,0,0,1,0,6,-6,0,PARIS,8,8,AMSTERDAM PARIS,2,06:39,3:0,6:0,3,  0,6,  0,6.0,1,1,1,1,1
1,0,VFL Madrid,1,1,0,0,6,0,6,3,Season 58801,MADRID,1,1,MADRID ROME,5,06:39,2:0,6:0,2,  0,6,  0,6.0,1,1,1,1,1,15,0,VFL Rome,0,0,1,0,6,-6,0,ROME,5,5,MADRID ROME,1,06:39,2:0,6:0,2,  0,6,  0,6.0,1,1,1,1,1
4,0,VFL Edinburgh,1,1,0,0,2,1,1,3,Season 58801,EDINBURGH,15,15,EDINBURGH STOCKHOLM,11,06:39,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0,9,0,VFL Stockholm,0,0,1,1,2,-1,0,STOCKHOLM,11,11,EDINBURGH STOCKHOLM,15,06:39,1:0,2:1,1,  0,2,  1,3.0,1,1,1,1,0
9,0,VFL Ankara,1,0,0,1,1,2,-1,0,Season 58801,ANKARA,14,14,ANKARA OSLO,6,06:39,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0,4,0,VFL Oslo,1,0,0,2,1,1,3,OSLO,6,6,ANKARA OSLO,14,06:39,0:1,1:2,0,  1,1,  2,3.0,2,2,1,1,0
9,0,VFL Bern,1,0,0,1,1,2,-1,0,Season 58801,BERN,16,16,BERN BERLIN,3,06:39,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0,4,0,VFL Berlin,1,0,0,2,1,1,3,BERLIN,3,3,BERN BERLIN,16,06:39,1:1,1:2,1,  1,1,  2,3.0,0,2,1,1,0
12,0,VFL Copenhagen,1,0,0,1,0,1,-1,0,Season 58801,COPENHAGEN,12,12,COPENHAGEN BRUSSELS,9,06:39,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,7,0,VFL Brussels,1,0,0,1,0,1,3,BRUSSELS,9,9,COPENHAGEN BRUSSELS,12,06:39,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
12,0,VFL Lisbon,1,0,0,1,0,1,-1,0,Season 58801,LISBON,7,7,LISBON LONDON,4,06:39,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,7,0,VFL London,1,0,0,1,0,1,3,LONDON,4,4,LISBON LONDON,7,06:39,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
14,0,VFL Vienna,1,0,0,1,0,5,-5,0,Season 58801,VIENNA,13,13,VIENNA ATHENS,10,06:39,0:2,0:5,0,  2,0,  5,5.0,2,2,1,1,1,3,0,VFL Athens,1,0,0,5,0,5,3,ATHENS,10,10,VIENNA ATHENS,13,06:39,0:2,0:5,0,  2,0,  5,5.0,2,2,1,1,1
2,-1,VFL London,2,2,0,0,4,0,4,6,Season 58801,LONDON,4,4,LONDON AMSTERDAM,2,06:44,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0,7,1,VFL Amsterdam,1,0,1,6,3,3,3,AMSTERDAM,2,2,LONDON AMSTERDAM,4,06:44,1:0,3:0,1,  0,3,  0,3.0,1,1,1,1,0
3,-1,VFL Oslo,2,2,0,0,4,1,3,6,Season 58801,OSLO,6,6,OSLO LISBON,7,06:44,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,14,1,VFL Lisbon,0,0,2,0,3,-3,0,LISBON,7,7,OSLO LISBON,6,06:44,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
4,1,VFL Athens,2,1,1,0,5,0,5,4,Season 58801,ATHENS,10,10,ATHENS COPENHAGEN,12,06:44,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,12,0,VFL Copenhagen,0,1,1,0,1,-1,1,COPENHAGEN,12,12,ATHENS COPENHAGEN,10,06:44,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
6,-1,VFL Brussels,2,1,1,0,1,0,1,4,Season 58801,BRUSSELS,9,9,BRUSSELS EDINBURGH,15,06:44,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,5,1,VFL Edinburgh,1,1,0,2,1,1,4,EDINBURGH,15,15,BRUSSELS EDINBURGH,9,06:44,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
8,-1,VFL Stockholm,2,1,0,1,3,2,1,3,Season 58801,STOCKHOLM,11,11,STOCKHOLM ANKARA,14,06:44,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0,13,1,VFL Ankara,0,0,2,1,4,-3,0,ANKARA,14,14,STOCKHOLM ANKARA,11,06:44,1:0,2:0,1,  0,2,  0,2.0,1,1,1,0,0
10,1,VFL Berlin,2,1,0,1,2,2,0,3,Season 58801,BERLIN,3,3,BERLIN VIENNA,13,06:44,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,11,-1,VFL Vienna,1,0,1,1,5,-4,3,VIENNA,13,13,BERLIN VIENNA,3,06:44,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
15,0,VFL Paris,2,0,0,2,0,7,-7,0,Season 58801,PARIS,8,8,PARIS MADRID,1,06:44,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0,1,0,VFL Madrid,2,0,0,7,0,7,6,MADRID,1,1,PARIS MADRID,8,06:44,0:0,0:1,0,  0,0,  1,1.0,0,2,0,0,0
16,1,VFL Rome,2,0,0,2,0,8,-8,0,Season 58801,ROME,5,5,ROME BERN,16,06:44,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,8,-1,VFL Bern,1,0,1,3,2,1,3,BERN,16,16,ROME BERN,5,06:44,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
1,0,VFL Madrid,3,3,0,0,11,0,11,9,Season 58801,MADRID,1,1,MADRID LONDON,4,06:48,1:0,4:0,1,  0,4,  0,4.0,1,1,1,1,1,4,1,VFL London,2,0,1,4,4,0,6,LONDON,4,4,MADRID LONDON,1,06:48,1:0,4:0,1,  0,4,  0,4.0,1,1,1,1,1
6,-1,VFL Amsterdam,3,1,1,1,8,5,3,4,Season 58801,AMSTERDAM,2,2,AMSTERDAM LISBON,7,06:48,0:2,2:2,0,  2,2,  2,4.0,2,0,1,1,1,13,-1,VFL Lisbon,0,1,2,2,5,-3,1,LISBON,7,7,AMSTERDAM LISBON,2,06:48,0:2,2:2,0,  2,2,  2,4.0,2,0,1,1,1
7,-1,VFL Bern,3,1,1,1,4,3,1,4,Season 58801,BERN,16,16,BERN PARIS,8,06:48,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0,15,0,VFL Paris,0,1,2,1,8,-7,1,PARIS,8,8,BERN PARIS,16,06:48,0:1,1:1,0,  1,1,  1,2.0,2,0,1,0,0
8,0,VFL Stockholm,3,1,1,1,3,2,1,4,Season 58801,STOCKHOLM,11,11,STOCKHOLM OSLO,6,06:48,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,3,0,VFL Oslo,2,1,0,4,1,3,7,OSLO,6,6,STOCKHOLM OSLO,11,06:48,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
9,-1,VFL Copenhagen,3,1,1,1,1,1,0,4,Season 58801,COPENHAGEN,12,12,COPENHAGEN BERLIN,3,06:48,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,12,1,VFL Berlin,1,0,2,2,3,-1,3,BERLIN,3,3,COPENHAGEN BERLIN,12,06:48,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
10,1,VFL Edinburgh,3,1,1,1,2,3,-1,4,Season 58801,EDINBURGH,15,15,EDINBURGH ATHENS,10,06:48,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0,2,-1,VFL Athens,2,1,0,7,0,7,7,ATHENS,10,10,EDINBURGH ATHENS,15,06:48,0:1,0:2,0,  1,0,  2,2.0,2,2,1,0,0
11,0,VFL Vienna,3,1,1,1,1,5,-4,4,Season 58801,VIENNA,13,13,VIENNA ROME,5,06:48,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0,16,0,VFL Rome,0,1,2,0,8,-8,1,ROME,5,5,VIENNA ROME,13,06:48,0:0,0:0,0,  0,0,  0,0.0,0,0,0,0,0
13,0,VFL Ankara,3,0,1,2,2,5,-3,1,Season 58801,ANKARA,14,14,ANKARA BRUSSELS,9,06:48,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0,5,-1,VFL Brussels,1,2,0,2,1,1,5,BRUSSELS,9,9,ANKARA BRUSSELS,14,06:48,0:0,1:1,0,  0,1,  1,2.0,0,0,1,0,0
1,-1,VFL Oslo,4,3,1,0,5,1,4,10,Season 58801,OSLO,6,6,OSLO AMSTERDAM,2,06:53,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,8,1,VFL Amsterdam,1,1,2,8,6,2,4,AMSTERDAM,2,2,OSLO AMSTERDAM,6,06:53,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
3,-1,VFL London,4,3,0,1,8,5,3,9,Season 58801,LONDON,4,4,LONDON BERN,16,06:53,2:1,4:1,2,  1,4,  1,5.0,1,1,1,1,1,10,1,VFL Bern,1,1,2,5,7,-2,4,BERN,16,16,LONDON BERN,4,06:53,2:1,4:1,2,  1,4,  1,5.0,1,1,1,1,1
4,1,VFL Athens,4,2,1,1,8,3,5,7,Season 58801,ATHENS,10,10,ATHENS ANKARA,14,06:53,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1,9,-1,VFL Ankara,1,1,2,5,6,-1,4,ANKARA,14,14,ATHENS ANKARA,10,06:53,0:1,1:3,0,  1,1,  3,4.0,2,2,1,1,1
6,-1,VFL Berlin,4,2,0,2,3,3,0,6,Season 58801,BERLIN,3,3,BERLIN EDINBURGH,15,06:53,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0,12,1,VFL Edinburgh,1,1,2,2,4,-2,4,EDINBURGH,15,15,BERLIN EDINBURGH,3,06:53,0:0,1:0,0,  0,1,  0,1.0,0,1,0,0,0
7,1,VFL Brussels,4,1,2,1,2,2,0,5,Season 58801,BRUSSELS,9,9,BRUSSELS STOCKHOLM,11,06:53,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0,5,-1,VFL Stockholm,2,1,1,4,2,2,7,STOCKHOLM,11,11,BRUSSELS STOCKHOLM,9,06:53,0:1,0:1,0,  1,0,  1,1.0,2,2,0,0,0
11,-1,VFL Lisbon,4,1,1,2,3,5,-2,4,Season 58801,LISBON,7,7,LISBON MADRID,1,06:53,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0,2,1,VFL Madrid,3,0,1,11,1,10,9,MADRID,1,1,LISBON MADRID,7,06:53,1:0,1:0,1,  0,1,  0,1.0,1,1,0,0,0
13,-1,VFL Rome,4,1,1,2,5,8,-3,4,Season 58801,ROME,5,5,ROME COPENHAGEN,12,06:53,3:0,5:0,3,  0,5,  0,5.0,1,1,1,1,1,15,1,VFL Copenhagen,1,1,2,1,6,-5,4,COPENHAGEN,12,12,ROME COPENHAGEN,5,06:53,3:0,5:0,3,  0,5,  0,5.0,1,1,1,1,1
16,1,VFL Paris,4,1,1,2,3,9,-6,4,Season 58801,PARIS,8,8,PARIS VIENNA,13,06:53,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0,14,1,VFL Vienna,1,1,2,2,7,-5,4,VIENNA,13,13,PARIS VIENNA,8,06:53,1:1,2:1,1,  1,2,  1,3.0,0,1,1,1,0
